timedate,yTi,Ta,Ph,Gv
14/10/1983 01:00,28.5716,11.9118,0,-8.00E-04
14/10/1983 01:10,28.6741,11.9468,1.5,-9.00E-04
14/10/1983 01:20,28.8108,12.0051,1.5,-8.00E-04
14/10/1983 01:30,28.8913,12.0251,1.5,-7.00E-04
14/10/1983 01:40,28.9084,12.0698,1.5,-7.00E-04
14/10/1983 01:50,28.9694,12.132,1.5,-8.00E-04
14/10/1983 02:00,28.9865,12.1849,1.5,-8.00E-04
14/10/1983 02:10,29.0182,12.2615,1.5,-7.00E-04
14/10/1983 02:20,29.0377,12.3352,1.5,-7.00E-04
14/10/1983 02:30,29.0743,12.3403,1.5,-6.00E-04
14/10/1983 02:40,29.1109,12.456,1.5,-4.00E-04
14/10/1983 02:50,29.1207,12.5773,1.5,-4.00E-04
14/10/1983 03:00,29.1719,12.6638,1.5,-3.00E-04
14/10/1983 03:10,29.1865,12.7056,1.5,-2.00E-04
14/10/1983 03:20,29.2109,12.8658,1.5,1.00E-04
14/10/1983 03:30,29.2158,13.1034,1.5,1.00E-04
14/10/1983 03:40,29.2328,13.2611,1.5,0
14/10/1983 03:50,29.2694,13.3627,1.5,-1.00E-04
14/10/1983 04:00,29.3035,13.3836,1.5,-3.00E-04
14/10/1983 04:10,29.1694,13.3458,0,-3.00E-04
14/10/1983 04:20,29.0719,13.246,0,-6.00E-04
14/10/1983 04:30,28.945,13.2259,0,-5.00E-04
14/10/1983 04:40,28.884,13.1591,0,-5.00E-04
14/10/1983 04:50,28.8425,13.1654,0,-5.00E-04
14/10/1983 05:00,28.8011,13.061,0,-6.00E-04
14/10/1983 05:10,28.9182,13.0007,1.5,-7.00E-04
14/10/1983 05:20,29.0597,13.0199,1.5,-6.00E-04
14/10/1983 05:30,29.1475,13.0398,1.5,2.00E-04
14/10/1983 05:40,29.1548,12.975,1.5,0.002
14/10/1983 05:50,29.1938,12.8732,1.5,0.0041
14/10/1983 06:00,29.2304,13.0332,1.5,0.0052
14/10/1983 06:10,29.2548,13.1915,1.5,0.0055
14/10/1983 06:20,29.2987,13.0169,1.5,0.0103
14/10/1983 06:30,29.3572,12.8591,1.5,0.0132
14/10/1983 06:40,29.3718,12.7579,1.5,0.0229
14/10/1983 06:50,29.4132,12.5584,1.5,0.0276
14/10/1983 07:00,29.4571,12.4923,1.5,0.0321
14/10/1983 07:10,29.3328,12.4188,0,0.0357
14/10/1983 07:20,29.2304,12.4392,0,0.148
14/10/1983 07:30,29.2182,12.4385,0,0.2109
14/10/1983 07:40,29.2523,12.5607,0,0.3095
14/10/1983 07:50,29.2865,12.7994,0,0.3572
14/10/1983 08:00,29.2572,13.3139,0,0.4201
14/10/1983 08:10,29.4401,13.4477,1.5,0.1746
14/10/1983 08:20,29.6301,13.2824,1.5,0.3935
14/10/1983 08:30,29.7934,13.34,1.5,0.4471
14/10/1983 08:40,29.9078,13.4264,1.5,0.471
14/10/1983 08:50,30.015,13.5994,1.5,0.4508
14/10/1983 09:00,30.1075,13.6894,1.5,0.3748
14/10/1983 09:10,30.0125,13.94,0,0.3199
